,State,Year,Quarter,Pincodes,Pincode_count,Pincode_amount
1189,chandigarh,2020,1,chandigarh,2262511,5126453070.016205
1190,chandigarh,2020,2,chandigarh,1528010,3847015729.690074
1191,chandigarh,2020,2,chandigarh,1528010,3847015729.690074
1192,chandigarh,2020,2,chandigarh,1528010,3847015729.690074
1193,chandigarh,2020,2,chandigarh,1528010,3847015729.690074
1194,chandigarh,2020,2,chandigarh,1528010,3847015729.690074
1195,chandigarh,2020,2,chandigarh,1528010,3847015729.690074
1196,chandigarh,2020,2,chandigarh,1528010,3847015729.690074
1197,chandigarh,2020,2,chandigarh,1528010,3847015729.690074
1198,chandigarh,2020,2,chandigarh,1528010,3847015729.690074
1199,chandigarh,2020,2,chandigarh,1528010,3847015729.690074
1200,chandigarh,2020,3,chandigarh,2158086,5089809353.36507
1201,chandigarh,2020,3,chandigarh,2158086,5089809353.36507
1202,chandigarh,2020,3,chandigarh,2158086,5089809353.36507
1203,chandigarh,2020,3,chandigarh,2158086,5089809353.36507
1204,chandigarh,2020,3,chandigarh,2158086,5089809353.36507
1205,chandigarh,2020,3,chandigarh,2158086,5089809353.36507
1206,chandigarh,2020,3,chandigarh,2158086,5089809353.36507
1207,chandigarh,2020,3,chandigarh,2158086,5089809353.36507
1208,chandigarh,2020,3,chandigarh,2158086,5089809353.36507
1209,chandigarh,2020,3,chandigarh,2158086,5089809353.36507
1210,chandigarh,2020,4,chandigarh,2912716,6146762901.349346
1211,chandigarh,2020,4,chandigarh,2912716,6146762901.349346
1212,chandigarh,2020,4,chandigarh,2912716,6146762901.349346
1213,chandigarh,2020,4,chandigarh,2912716,6146762901.349346
1214,chandigarh,2020,4,chandigarh,2912716,6146762901.349346
1215,chandigarh,2020,4,chandigarh,2912716,6146762901.349346
1216,chandigarh,2020,4,chandigarh,2912716,6146762901.349346
1217,chandigarh,2020,4,chandigarh,2912716,6146762901.349346
1218,chandigarh,2020,4,chandigarh,2912716,6146762901.349346
1219,chandigarh,2020,4,chandigarh,2912716,6146762901.349346
1220,chandigarh,2021,1,chandigarh,3970237,7596420859.545994
1221,chandigarh,2021,1,chandigarh,3970237,7596420859.545994
1222,chandigarh,2021,1,chandigarh,3970237,7596420859.545994
1223,chandigarh,2021,1,chandigarh,3970237,7596420859.545994
1224,chandigarh,2021,1,chandigarh,3970237,7596420859.545994
1225,chandigarh,2021,1,chandigarh,3970237,7596420859.545994
1226,chandigarh,2021,1,chandigarh,3970237,7596420859.545994
1227,chandigarh,2021,1,chandigarh,3970237,7596420859.545994
1228,chandigarh,2021,1,chandigarh,3970237,7596420859.545994
1229,chandigarh,2021,1,chandigarh,3970237,7596420859.545994
1230,chandigarh,2021,2,chandigarh,4417547,8417673939.9361
1231,chandigarh,2021,2,chandigarh,4417547,8417673939.9361
1232,chandigarh,2021,2,chandigarh,4417547,8417673939.9361
1233,chandigarh,2021,2,chandigarh,4417547,8417673939.9361
1234,chandigarh,2021,2,chandigarh,4417547,8417673939.9361
1235,chandigarh,2021,2,chandigarh,4417547,8417673939.9361
1236,chandigarh,2021,2,chandigarh,4417547,8417673939.9361
1237,chandigarh,2021,2,chandigarh,4417547,8417673939.9361
1238,chandigarh,2021,2,chandigarh,4417547,8417673939.9361
1239,chandigarh,2021,2,chandigarh,4417547,8417673939.9361
1240,chandigarh,2021,3,chandigarh,6649378,11815883004.693304
1241,chandigarh,2021,3,chandigarh,6649378,11815883004.693304
1242,chandigarh,2021,3,chandigarh,6649378,11815883004.693304
1243,chandigarh,2021,3,chandigarh,6649378,11815883004.693304
1244,chandigarh,2021,3,chandigarh,6649378,11815883004.693304
1245,chandigarh,2021,3,chandigarh,6649378,11815883004.693304
1246,chandigarh,2021,3,chandigarh,6649378,11815883004.693304
1247,chandigarh,2021,3,chandigarh,6649378,11815883004.693304
1248,chandigarh,2021,3,chandigarh,6649378,11815883004.693304
1249,chandigarh,2021,3,chandigarh,6649378,11815883004.693304
1250,chandigarh,2021,4,chandigarh,7898903,14373583510.61845
1251,chandigarh,2021,4,chandigarh,7898903,14373583510.61845
1252,chandigarh,2021,4,chandigarh,7898903,14373583510.61845
1253,chandigarh,2021,4,chandigarh,7898903,14373583510.61845
1254,chandigarh,2021,4,chandigarh,7898903,14373583510.61845
1255,chandigarh,2021,4,chandigarh,7898903,14373583510.61845
1256,chandigarh,2021,4,chandigarh,7898903,14373583510.61845
1257,chandigarh,2021,4,chandigarh,7898903,14373583510.61845
1258,chandigarh,2021,4,chandigarh,7898903,14373583510.61845
1259,chandigarh,2021,4,chandigarh,7898903,14373583510.61845
1260,chandigarh,2022,1,chandigarh,8600491,15174991549.840002
1261,chandigarh,2022,1,chandigarh,8600491,15174991549.840002
1262,chandigarh,2022,1,chandigarh,8600491,15174991549.840002
1263,chandigarh,2022,1,chandigarh,8600491,15174991549.840002
1264,chandigarh,2022,1,chandigarh,8600491,15174991549.840002
1265,chandigarh,2022,1,chandigarh,8600491,15174991549.840002
1266,chandigarh,2022,1,chandigarh,8600491,15174991549.840002
1267,chandigarh,2022,1,chandigarh,8600491,15174991549.840002
1268,chandigarh,2022,1,chandigarh,8600491,15174991549.840002
1269,chandigarh,2022,1,chandigarh,8600491,15174991549.840002
1270,chandigarh,2022,2,chandigarh,10772489,17283500158.371002
1271,chandigarh,2022,2,chandigarh,10772489,17283500158.371002
1272,chandigarh,2022,2,chandigarh,10772489,17283500158.371002
1273,chandigarh,2022,2,chandigarh,10772489,17283500158.371002
1274,chandigarh,2022,2,chandigarh,10772489,17283500158.371002
1275,chandigarh,2022,2,chandigarh,10772489,17283500158.371002
1276,chandigarh,2022,2,chandigarh,10772489,17283500158.371002
1277,chandigarh,2022,2,chandigarh,10772489,17283500158.371002
1278,chandigarh,2022,2,chandigarh,10772489,17283500158.371002
1279,chandigarh,2022,2,chandigarh,10772489,17283500158.371002
1280,chandigarh,2022,3,chandigarh,13478173,20559757737.405857
1281,chandigarh,2022,3,chandigarh,13478173,20559757737.405857
1282,chandigarh,2022,3,chandigarh,13478173,20559757737.405857
1283,chandigarh,2022,3,chandigarh,13478173,20559757737.405857
1284,chandigarh,2022,3,chandigarh,13478173,20559757737.405857
1285,chandigarh,2022,3,chandigarh,13478173,20559757737.405857
1286,chandigarh,2022,3,chandigarh,13478173,20559757737.405857
1287,chandigarh,2022,3,chandigarh,13478173,20559757737.405857
1288,chandigarh,2022,3,chandigarh,13478173,20559757737.405857
1289,chandigarh,2022,3,chandigarh,13478173,20559757737.405857
1290,chandigarh,2022,4,chandigarh,17904840,27879754566.939415
1291,chandigarh,2022,4,chandigarh,17904840,27879754566.939415
1292,chandigarh,2022,4,chandigarh,17904840,27879754566.939415
1293,chandigarh,2022,4,chandigarh,17904840,27879754566.939415
1294,chandigarh,2022,4,chandigarh,17904840,27879754566.939415
1295,chandigarh,2022,4,chandigarh,17904840,27879754566.939415
1296,chandigarh,2022,4,chandigarh,17904840,27879754566.939415
1297,chandigarh,2022,4,chandigarh,17904840,27879754566.939415
1298,chandigarh,2022,4,chandigarh,17904840,27879754566.939415
1299,chandigarh,2022,4,chandigarh,17904840,27879754566.939415
1300,chandigarh,2023,1,chandigarh,9815605,12824894394.0
1301,chandigarh,2023,1,chandigarh,9815605,12824894394.0
1302,chandigarh,2023,1,chandigarh,9815605,12824894394.0
1303,chandigarh,2023,1,chandigarh,9815605,12824894394.0
1304,chandigarh,2023,1,chandigarh,9815605,12824894394.0
1305,chandigarh,2023,1,chandigarh,9815605,12824894394.0
1306,chandigarh,2023,1,chandigarh,9815605,12824894394.0
1307,chandigarh,2023,1,chandigarh,9815605,12824894394.0
1308,chandigarh,2023,1,chandigarh,9815605,12824894394.0
1309,chandigarh,2023,1,chandigarh,9815605,12824894394.0
1310,chandigarh,2023,2,chandigarh,11553687,14414408750.0
1311,chandigarh,2023,2,chandigarh,11553687,14414408750.0
1312,chandigarh,2023,2,chandigarh,11553687,14414408750.0
1313,chandigarh,2023,2,chandigarh,11553687,14414408750.0
1314,chandigarh,2023,2,chandigarh,11553687,14414408750.0
1315,chandigarh,2023,2,chandigarh,11553687,14414408750.0
1316,chandigarh,2023,2,chandigarh,11553687,14414408750.0
1317,chandigarh,2023,2,chandigarh,11553687,14414408750.0
1318,chandigarh,2023,2,chandigarh,11553687,14414408750.0
1319,chandigarh,2023,2,chandigarh,11553687,14414408750.0
1320,chhattisgarh,2018,1,baloda bazar,61987,55455251.90835041
1321,chhattisgarh,2018,1,baloda bazar,61987,55455251.90835041
1322,chhattisgarh,2018,1,baloda bazar,61987,55455251.90835041
1323,chhattisgarh,2018,1,baloda bazar,61987,55455251.90835041
1324,chhattisgarh,2018,1,baloda bazar,61987,55455251.90835041
1325,chhattisgarh,2018,1,baloda bazar,61987,55455251.90835041
1326,chhattisgarh,2018,1,baloda bazar,61987,55455251.90835041
1327,chhattisgarh,2018,1,baloda bazar,61987,55455251.90835041
1328,chhattisgarh,2018,1,baloda bazar,61987,55455251.90835041
1329,chhattisgarh,2018,1,baloda bazar,61987,55455251.90835041
1330,chhattisgarh,2018,2,baloda bazar,92920,133808358.16844037
1331,chhattisgarh,2018,2,baloda bazar,92920,133808358.16844037
1332,chhattisgarh,2018,2,baloda bazar,92920,133808358.16844037
1333,chhattisgarh,2018,2,baloda bazar,92920,133808358.16844037
1334,chhattisgarh,2018,2,baloda bazar,92920,133808358.16844037
1335,chhattisgarh,2018,2,baloda bazar,92920,133808358.16844037
1336,chhattisgarh,2018,2,baloda bazar,92920,133808358.16844037
1337,chhattisgarh,2018,2,baloda bazar,92920,133808358.16844037
1338,chhattisgarh,2018,2,baloda bazar,92920,133808358.16844037
1339,chhattisgarh,2018,2,baloda bazar,92920,133808358.16844037
1340,chhattisgarh,2018,3,surguja,123129,222467433.69994545
1341,chhattisgarh,2018,3,surguja,123129,222467433.69994545
1342,chhattisgarh,2018,3,surguja,123129,222467433.69994545
1343,chhattisgarh,2018,3,surguja,123129,222467433.69994545
1344,chhattisgarh,2018,3,surguja,123129,222467433.69994545
1345,chhattisgarh,2018,3,surguja,123129,222467433.69994545
1346,chhattisgarh,2018,3,surguja,123129,222467433.69994545
1347,chhattisgarh,2018,3,surguja,123129,222467433.69994545
1348,chhattisgarh,2018,3,surguja,123129,222467433.69994545
1349,chhattisgarh,2018,3,surguja,123129,222467433.69994545
1350,chhattisgarh,2018,4,surguja,174043,354179706.54506606
1351,chhattisgarh,2018,4,surguja,174043,354179706.54506606
1352,chhattisgarh,2018,4,surguja,174043,354179706.54506606
1353,chhattisgarh,2018,4,surguja,174043,354179706.54506606
1354,chhattisgarh,2018,4,surguja,174043,354179706.54506606
1355,chhattisgarh,2018,4,surguja,174043,354179706.54506606
1356,chhattisgarh,2018,4,surguja,174043,354179706.54506606
1357,chhattisgarh,2018,4,surguja,174043,354179706.54506606
1358,chhattisgarh,2018,4,surguja,174043,354179706.54506606
1359,chhattisgarh,2018,4,surguja,174043,354179706.54506606
1360,chhattisgarh,2019,1,mahasamund,195292,369728146.1505085
1361,chhattisgarh,2019,1,mahasamund,195292,369728146.1505085
1362,chhattisgarh,2019,1,mahasamund,195292,369728146.1505085
1363,chhattisgarh,2019,1,mahasamund,195292,369728146.1505085
1364,chhattisgarh,2019,1,mahasamund,195292,369728146.1505085
1365,chhattisgarh,2019,1,mahasamund,195292,369728146.1505085
1366,chhattisgarh,2019,1,mahasamund,195292,369728146.1505085
1367,chhattisgarh,2019,1,mahasamund,195292,369728146.1505085
1368,chhattisgarh,2019,1,mahasamund,195292,369728146.1505085
1369,chhattisgarh,2019,1,mahasamund,195292,369728146.1505085
1370,chhattisgarh,2019,2,mahasamund,186376,391467746.3395828
1371,chhattisgarh,2019,2,mahasamund,186376,391467746.3395828
1372,chhattisgarh,2019,2,mahasamund,186376,391467746.3395828
1373,chhattisgarh,2019,2,mahasamund,186376,391467746.3395828
1374,chhattisgarh,2019,2,mahasamund,186376,391467746.3395828
1375,chhattisgarh,2019,2,mahasamund,186376,391467746.3395828
1376,chhattisgarh,2019,2,mahasamund,186376,391467746.3395828
1377,chhattisgarh,2019,2,mahasamund,186376,391467746.3395828
1378,chhattisgarh,2019,2,mahasamund,186376,391467746.3395828
1379,chhattisgarh,2019,2,mahasamund,186376,391467746.3395828
1380,chhattisgarh,2019,3,mahasamund,245614,451812545.4709327
1381,chhattisgarh,2019,3,mahasamund,245614,451812545.4709327
1382,chhattisgarh,2019,3,mahasamund,245614,451812545.4709327
1383,chhattisgarh,2019,3,mahasamund,245614,451812545.4709327
1384,chhattisgarh,2019,3,mahasamund,245614,451812545.4709327
1385,chhattisgarh,2019,3,mahasamund,245614,451812545.4709327
1386,chhattisgarh,2019,3,mahasamund,245614,451812545.4709327
1387,chhattisgarh,2019,3,mahasamund,245614,451812545.4709327
1388,chhattisgarh,2019,3,mahasamund,245614,451812545.4709327
1389,chhattisgarh,2019,3,mahasamund,245614,451812545.4709327
1390,chhattisgarh,2019,4,mahasamund,320354,610936099.4831579
1391,chhattisgarh,2019,4,mahasamund,320354,610936099.4831579
1392,chhattisgarh,2019,4,mahasamund,320354,610936099.4831579
1393,chhattisgarh,2019,4,mahasamund,320354,610936099.4831579
1394,chhattisgarh,2019,4,mahasamund,320354,610936099.4831579
1395,chhattisgarh,2019,4,mahasamund,320354,610936099.4831579
1396,chhattisgarh,2019,4,mahasamund,320354,610936099.4831579
1397,chhattisgarh,2019,4,mahasamund,320354,610936099.4831579
1398,chhattisgarh,2019,4,mahasamund,320354,610936099.4831579
1399,chhattisgarh,2019,4,mahasamund,320354,610936099.4831579
1400,chhattisgarh,2020,1,mahasamund,395381,712257295.5688998
1401,chhattisgarh,2020,1,mahasamund,395381,712257295.5688998
1402,chhattisgarh,2020,1,mahasamund,395381,712257295.5688998
1403,chhattisgarh,2020,1,mahasamund,395381,712257295.5688998
1404,chhattisgarh,2020,1,mahasamund,395381,712257295.5688998
1405,chhattisgarh,2020,1,mahasamund,395381,712257295.5688998
1406,chhattisgarh,2020,1,mahasamund,395381,712257295.5688998
1407,chhattisgarh,2020,1,mahasamund,395381,712257295.5688998
1408,chhattisgarh,2020,1,mahasamund,395381,712257295.5688998
1409,chhattisgarh,2020,1,mahasamund,395381,712257295.5688998
1410,chhattisgarh,2020,2,surguja,533916,943051720.5904518
1411,chhattisgarh,2020,2,surguja,533916,943051720.5904518
1412,chhattisgarh,2020,2,surguja,533916,943051720.5904518
1413,chhattisgarh,2020,2,surguja,533916,943051720.5904518
1414,chhattisgarh,2020,2,surguja,533916,943051720.5904518
1415,chhattisgarh,2020,2,surguja,533916,943051720.5904518
1416,chhattisgarh,2020,2,surguja,533916,943051720.5904518
1417,chhattisgarh,2020,2,surguja,533916,943051720.5904518
1418,chhattisgarh,2020,2,surguja,533916,943051720.5904518
1419,chhattisgarh,2020,2,surguja,533916,943051720.5904518
1420,chhattisgarh,2020,3,surguja,707337,1327658513.4476824
1421,chhattisgarh,2020,3,surguja,707337,1327658513.4476824
1422,chhattisgarh,2020,3,surguja,707337,1327658513.4476824
1423,chhattisgarh,2020,3,surguja,707337,1327658513.4476824
1424,chhattisgarh,2020,3,surguja,707337,1327658513.4476824
1425,chhattisgarh,2020,3,surguja,707337,1327658513.4476824
1426,chhattisgarh,2020,3,surguja,707337,1327658513.4476824
1427,chhattisgarh,2020,3,surguja,707337,1327658513.4476824
1428,chhattisgarh,2020,3,surguja,707337,1327658513.4476824
1429,chhattisgarh,2020,3,surguja,707337,1327658513.4476824
1430,chhattisgarh,2020,4,mahasamund,1034749,1951224040.2379332
1431,chhattisgarh,2020,4,mahasamund,1034749,1951224040.2379332
1432,chhattisgarh,2020,4,mahasamund,1034749,1951224040.2379332
1433,chhattisgarh,2020,4,mahasamund,1034749,1951224040.2379332
1434,chhattisgarh,2020,4,mahasamund,1034749,1951224040.2379332
1435,chhattisgarh,2020,4,mahasamund,1034749,1951224040.2379332
1436,chhattisgarh,2020,4,mahasamund,1034749,1951224040.2379332
1437,chhattisgarh,2020,4,mahasamund,1034749,1951224040.2379332
1438,chhattisgarh,2020,4,mahasamund,1034749,1951224040.2379332
1439,chhattisgarh,2020,4,mahasamund,1034749,1951224040.2379332
1440,chhattisgarh,2021,1,mahasamund,1084511,2220399814.3984013
1441,chhattisgarh,2021,1,mahasamund,1084511,2220399814.3984013
1442,chhattisgarh,2021,1,mahasamund,1084511,2220399814.3984013
1443,chhattisgarh,2021,1,mahasamund,1084511,2220399814.3984013
1444,chhattisgarh,2021,1,mahasamund,1084511,2220399814.3984013
1445,chhattisgarh,2021,1,mahasamund,1084511,2220399814.3984013
1446,chhattisgarh,2021,1,mahasamund,1084511,2220399814.3984013
1447,chhattisgarh,2021,1,mahasamund,1084511,2220399814.3984013
1448,chhattisgarh,2021,1,mahasamund,1084511,2220399814.3984013
1449,chhattisgarh,2021,1,mahasamund,1084511,2220399814.3984013
1450,chhattisgarh,2021,2,surguja,1332917,2575596438.475781
1451,chhattisgarh,2021,2,surguja,1332917,2575596438.475781
1452,chhattisgarh,2021,2,surguja,1332917,2575596438.475781
1453,chhattisgarh,2021,2,surguja,1332917,2575596438.475781
1454,chhattisgarh,2021,2,surguja,1332917,2575596438.475781
1455,chhattisgarh,2021,2,surguja,1332917,2575596438.475781
1456,chhattisgarh,2021,2,surguja,1332917,2575596438.475781
1457,chhattisgarh,2021,2,surguja,1332917,2575596438.475781
1458,chhattisgarh,2021,2,surguja,1332917,2575596438.475781
1459,chhattisgarh,2021,2,surguja,1332917,2575596438.475781
1460,chhattisgarh,2021,3,mahasamund,1814073,3248154697.285629
1461,chhattisgarh,2021,3,mahasamund,1814073,3248154697.285629
1462,chhattisgarh,2021,3,mahasamund,1814073,3248154697.285629
1463,chhattisgarh,2021,3,mahasamund,1814073,3248154697.285629
1464,chhattisgarh,2021,3,mahasamund,1814073,3248154697.285629
1465,chhattisgarh,2021,3,mahasamund,1814073,3248154697.285629
1466,chhattisgarh,2021,3,mahasamund,1814073,3248154697.285629
1467,chhattisgarh,2021,3,mahasamund,1814073,3248154697.285629
1468,chhattisgarh,2021,3,mahasamund,1814073,3248154697.285629
1469,chhattisgarh,2021,3,mahasamund,1814073,3248154697.285629
1470,chhattisgarh,2021,4,mahasamund,2324300,4025481736.7157373
1471,chhattisgarh,2021,4,mahasamund,2324300,4025481736.7157373
1472,chhattisgarh,2021,4,mahasamund,2324300,4025481736.7157373
1473,chhattisgarh,2021,4,mahasamund,2324300,4025481736.7157373
1474,chhattisgarh,2021,4,mahasamund,2324300,4025481736.7157373
1475,chhattisgarh,2021,4,mahasamund,2324300,4025481736.7157373
1476,chhattisgarh,2021,4,mahasamund,2324300,4025481736.7157373
1477,chhattisgarh,2021,4,mahasamund,2324300,4025481736.7157373
1478,chhattisgarh,2021,4,mahasamund,2324300,4025481736.7157373
1479,chhattisgarh,2021,4,mahasamund,2324300,4025481736.7157373
1480,chhattisgarh,2022,1,mahasamund,2788159,5020017743.469414
1481,chhattisgarh,2022,1,mahasamund,2788159,5020017743.469414
1482,chhattisgarh,2022,1,mahasamund,2788159,5020017743.469414
1483,chhattisgarh,2022,1,mahasamund,2788159,5020017743.469414
1484,chhattisgarh,2022,1,mahasamund,2788159,5020017743.469414
1485,chhattisgarh,2022,1,mahasamund,2788159,5020017743.469414
1486,chhattisgarh,2022,1,mahasamund,2788159,5020017743.469414
1487,chhattisgarh,2022,1,mahasamund,2788159,5020017743.469414
1488,chhattisgarh,2022,1,mahasamund,2788159,5020017743.469414
1489,chhattisgarh,2022,1,mahasamund,2788159,5020017743.469414
1490,chhattisgarh,2022,2,mahasamund,3288014,5542158574.479666
1491,chhattisgarh,2022,2,mahasamund,3288014,5542158574.479666
1492,chhattisgarh,2022,2,mahasamund,3288014,5542158574.479666
1493,chhattisgarh,2022,2,mahasamund,3288014,5542158574.479666
1494,chhattisgarh,2022,2,mahasamund,3288014,5542158574.479666
1495,chhattisgarh,2022,2,mahasamund,3288014,5542158574.479666
1496,chhattisgarh,2022,2,mahasamund,3288014,5542158574.479666
1497,chhattisgarh,2022,2,mahasamund,3288014,5542158574.479666
1498,chhattisgarh,2022,2,mahasamund,3288014,5542158574.479666
1499,chhattisgarh,2022,2,mahasamund,3288014,5542158574.479666
1500,chhattisgarh,2022,3,mahasamund,3300018,5221786624.788328
1501,chhattisgarh,2022,3,mahasamund,3300018,5221786624.788328
1502,chhattisgarh,2022,3,mahasamund,3300018,5221786624.788328
1503,chhattisgarh,2022,3,mahasamund,3300018,5221786624.788328
1504,chhattisgarh,2022,3,mahasamund,3300018,5221786624.788328
1505,chhattisgarh,2022,3,mahasamund,3300018,5221786624.788328
1506,chhattisgarh,2022,3,mahasamund,3300018,5221786624.788328
1507,chhattisgarh,2022,3,mahasamund,3300018,5221786624.788328
1508,chhattisgarh,2022,3,mahasamund,3300018,5221786624.788328
1509,chhattisgarh,2022,3,mahasamund,3300018,5221786624.788328
1510,chhattisgarh,2022,4,mahasamund,3890208,6294827909.790523
1511,chhattisgarh,2022,4,mahasamund,3890208,6294827909.790523
1512,chhattisgarh,2022,4,mahasamund,3890208,6294827909.790523
1513,chhattisgarh,2022,4,mahasamund,3890208,6294827909.790523
1514,chhattisgarh,2022,4,mahasamund,3890208,6294827909.790523
1515,chhattisgarh,2022,4,mahasamund,3890208,6294827909.790523
1516,chhattisgarh,2022,4,mahasamund,3890208,6294827909.790523
1517,chhattisgarh,2022,4,mahasamund,3890208,6294827909.790523
1518,chhattisgarh,2022,4,mahasamund,3890208,6294827909.790523
1519,chhattisgarh,2022,4,mahasamund,3890208,6294827909.790523
1520,chhattisgarh,2023,1,mahasamund,6599102,10588363841.0
1521,chhattisgarh,2023,1,mahasamund,6599102,10588363841.0
1522,chhattisgarh,2023,1,mahasamund,6599102,10588363841.0
1523,chhattisgarh,2023,1,mahasamund,6599102,10588363841.0
1524,chhattisgarh,2023,1,mahasamund,6599102,10588363841.0
1525,chhattisgarh,2023,1,mahasamund,6599102,10588363841.0
1526,chhattisgarh,2023,1,mahasamund,6599102,10588363841.0
1527,chhattisgarh,2023,1,mahasamund,6599102,10588363841.0
1528,chhattisgarh,2023,1,mahasamund,6599102,10588363841.0
1529,chhattisgarh,2023,1,mahasamund,6599102,10588363841.0
1530,chhattisgarh,2023,2,mahasamund,7611714,11144524711.0
1531,chhattisgarh,2023,2,mahasamund,7611714,11144524711.0
1532,chhattisgarh,2023,2,mahasamund,7611714,11144524711.0
1533,chhattisgarh,2023,2,mahasamund,7611714,11144524711.0
1534,chhattisgarh,2023,2,mahasamund,7611714,11144524711.0
1535,chhattisgarh,2023,2,mahasamund,7611714,11144524711.0
1536,chhattisgarh,2023,2,mahasamund,7611714,11144524711.0
1537,chhattisgarh,2023,2,mahasamund,7611714,11144524711.0
1538,chhattisgarh,2023,2,mahasamund,7611714,11144524711.0
1539,chhattisgarh,2023,2,mahasamund,7611714,11144524711.0
1540,dadra-&-nagar-haveli-&-daman-&-diu,2018,1,diu,5593,6434481.929188873
1541,dadra-&-nagar-haveli-&-daman-&-diu,2018,1,diu,5593,6434481.929188873
1542,dadra-&-nagar-haveli-&-daman-&-diu,2018,1,diu,5593,6434481.929188873
1543,dadra-&-nagar-haveli-&-daman-&-diu,2018,1,diu,5593,6434481.929188873
1544,dadra-&-nagar-haveli-&-daman-&-diu,2018,1,diu,5593,6434481.929188873
1545,dadra-&-nagar-haveli-&-daman-&-diu,2018,1,diu,5593,6434481.929188873
1546,dadra-&-nagar-haveli-&-daman-&-diu,2018,1,diu,5593,6434481.929188873
1547,dadra-&-nagar-haveli-&-daman-&-diu,2018,1,diu,5593,6434481.929188873
1548,dadra-&-nagar-haveli-&-daman-&-diu,2018,1,diu,5593,6434481.929188873
1549,dadra-&-nagar-haveli-&-daman-&-diu,2018,2,diu,6279,10736607.177110624
1550,dadra-&-nagar-haveli-&-daman-&-diu,2018,2,diu,6279,10736607.177110624
1551,dadra-&-nagar-haveli-&-daman-&-diu,2018,2,diu,6279,10736607.177110624
1552,dadra-&-nagar-haveli-&-daman-&-diu,2018,2,diu,6279,10736607.177110624
1553,dadra-&-nagar-haveli-&-daman-&-diu,2018,2,diu,6279,10736607.177110624
1554,dadra-&-nagar-haveli-&-daman-&-diu,2018,2,diu,6279,10736607.177110624
1555,dadra-&-nagar-haveli-&-daman-&-diu,2018,2,diu,6279,10736607.177110624
1556,dadra-&-nagar-haveli-&-daman-&-diu,2018,2,diu,6279,10736607.177110624
1557,dadra-&-nagar-haveli-&-daman-&-diu,2018,2,diu,6279,10736607.177110624
1558,dadra-&-nagar-haveli-&-daman-&-diu,2018,3,diu,7087,13784358.656098008
1559,dadra-&-nagar-haveli-&-daman-&-diu,2018,3,diu,7087,13784358.656098008
1560,dadra-&-nagar-haveli-&-daman-&-diu,2018,3,diu,7087,13784358.656098008
1561,dadra-&-nagar-haveli-&-daman-&-diu,2018,3,diu,7087,13784358.656098008
1562,dadra-&-nagar-haveli-&-daman-&-diu,2018,3,diu,7087,13784358.656098008
1563,dadra-&-nagar-haveli-&-daman-&-diu,2018,3,diu,7087,13784358.656098008
1564,dadra-&-nagar-haveli-&-daman-&-diu,2018,3,diu,7087,13784358.656098008
1565,dadra-&-nagar-haveli-&-daman-&-diu,2018,3,diu,7087,13784358.656098008
1566,dadra-&-nagar-haveli-&-daman-&-diu,2018,3,diu,7087,13784358.656098008
1567,dadra-&-nagar-haveli-&-daman-&-diu,2018,4,diu,9502,19252174.323347375
1568,dadra-&-nagar-haveli-&-daman-&-diu,2018,4,diu,9502,19252174.323347375
1569,dadra-&-nagar-haveli-&-daman-&-diu,2018,4,diu,9502,19252174.323347375
1570,dadra-&-nagar-haveli-&-daman-&-diu,2018,4,diu,9502,19252174.323347375
1571,dadra-&-nagar-haveli-&-daman-&-diu,2018,4,diu,9502,19252174.323347375
1572,dadra-&-nagar-haveli-&-daman-&-diu,2018,4,diu,9502,19252174.323347375
1573,dadra-&-nagar-haveli-&-daman-&-diu,2018,4,diu,9502,19252174.323347375
1574,dadra-&-nagar-haveli-&-daman-&-diu,2018,4,diu,9502,19252174.323347375
1575,dadra-&-nagar-haveli-&-daman-&-diu,2018,4,diu,9502,19252174.323347375
1576,dadra-&-nagar-haveli-&-daman-&-diu,2019,1,diu,16037,21939140.020587962
1577,dadra-&-nagar-haveli-&-daman-&-diu,2019,1,diu,16037,21939140.020587962
1578,dadra-&-nagar-haveli-&-daman-&-diu,2019,1,diu,16037,21939140.020587962
1579,dadra-&-nagar-haveli-&-daman-&-diu,2019,1,diu,16037,21939140.020587962
1580,dadra-&-nagar-haveli-&-daman-&-diu,2019,1,diu,16037,21939140.020587962
1581,dadra-&-nagar-haveli-&-daman-&-diu,2019,1,diu,16037,21939140.020587962
1582,dadra-&-nagar-haveli-&-daman-&-diu,2019,1,diu,16037,21939140.020587962
1583,dadra-&-nagar-haveli-&-daman-&-diu,2019,1,diu,16037,21939140.020587962
1584,dadra-&-nagar-haveli-&-daman-&-diu,2019,1,diu,16037,21939140.020587962
1585,dadra-&-nagar-haveli-&-daman-&-diu,2019,2,diu,29130,55383383.84612378
1586,dadra-&-nagar-haveli-&-daman-&-diu,2019,2,diu,29130,55383383.84612378
1587,dadra-&-nagar-haveli-&-daman-&-diu,2019,2,diu,29130,55383383.84612378
1588,dadra-&-nagar-haveli-&-daman-&-diu,2019,2,diu,29130,55383383.84612378
1589,dadra-&-nagar-haveli-&-daman-&-diu,2019,2,diu,29130,55383383.84612378
1590,dadra-&-nagar-haveli-&-daman-&-diu,2019,2,diu,29130,55383383.84612378
1591,dadra-&-nagar-haveli-&-daman-&-diu,2019,2,diu,29130,55383383.84612378
1592,dadra-&-nagar-haveli-&-daman-&-diu,2019,2,diu,29130,55383383.84612378
1593,dadra-&-nagar-haveli-&-daman-&-diu,2019,2,diu,29130,55383383.84612378
