,State,Year,Quarter,District_name,Transaction_count,Transaction_amount
8264,maharashtra,2019,1,raigad district,2196334,2711861730.937457
8265,maharashtra,2019,1,palghar district,2196334,2564696463.010165
8266,maharashtra,2019,1,jalna district,2196334,829777003.2250216
8267,maharashtra,2019,1,gondia district,2196334,451807951.9655386
8268,maharashtra,2019,1,ahmednagar district,2196334,2957722310.1799498
8269,maharashtra,2019,1,pune district,2196334,32233517413.825317
8270,maharashtra,2019,1,beed district,2196334,961104354.072164
8271,maharashtra,2019,1,satara district,2196334,1454004270.0928822
8272,maharashtra,2019,2,jalgaon district,2196334,1987153740.4139466
8273,maharashtra,2019,2,latur district,2196334,1532318207.0064433
8274,maharashtra,2019,2,thane district,2196334,12313829091.41301
8275,maharashtra,2019,2,bhandara district,2196334,508608915.28491116
8276,maharashtra,2019,2,nandurbar district,2196334,406262640.20777524
8277,maharashtra,2019,2,chandrapur district,2196334,843953477.6624484
8278,maharashtra,2019,2,kolhapur district,2196334,1952877334.6990683
8279,maharashtra,2019,2,solapur district,2196334,3474067537.180213
8280,maharashtra,2019,2,mumbai district,2196334,16756255698.406097
8281,maharashtra,2019,2,sindhudurg district,2196334,267975447.90514666
8282,maharashtra,2019,2,dhule district,2196334,925482256.6605688
8283,maharashtra,2019,2,wardha district,2196334,641914714.7828441
8284,maharashtra,2019,2,parbhani district,2196334,732188553.3655661
8285,maharashtra,2019,2,mumbai suburban district,2196334,11847987142.696594
8286,maharashtra,2019,2,hingoli district,2196334,370793561.13678604
8287,maharashtra,2019,2,ratnagiri district,2196334,455259892.7583656
8288,maharashtra,2019,2,nanded district,2196334,1504083842.9634428
8289,maharashtra,2019,2,osmanabad district,2196334,1079435439.4360785
8290,maharashtra,2019,2,nagpur district,2196334,6025414879.616595
8291,maharashtra,2019,2,buldhana district,2196334,1389178177.2008069
8292,maharashtra,2019,2,nashik district,2196334,5791332953.556848
8293,maharashtra,2019,2,akola district,2196334,683190889.8721962
8294,maharashtra,2019,2,yavatmal district,2196334,763726559.9440769
8295,maharashtra,2019,2,aurangabad district,2196334,4796542321.512946
8296,maharashtra,2019,2,amravati district,2196334,1571775687.3563461
8297,maharashtra,2019,2,washim district,2196334,401545837.8404983
8298,maharashtra,2019,2,sangli district,2196334,1395547881.0637069
8299,maharashtra,2019,2,gadchiroli district,2196334,376010286.68186516
8300,maharashtra,2019,2,raigad district,2196334,3167985278.4983797
8301,maharashtra,2019,2,palghar district,2196334,2904323069.2694864
8302,maharashtra,2019,2,jalna district,2196334,959504219.5128636
8303,maharashtra,2019,2,gondia district,2196334,516246159.6392725
8304,maharashtra,2019,2,ahmednagar district,2196334,3545962730.754202
8305,maharashtra,2019,2,pune district,2196334,58398808592.1738
8306,maharashtra,2019,2,beed district,2196334,1267243984.0506415
8307,maharashtra,2019,2,satara district,2196334,1739683085.5318732
8308,maharashtra,2019,3,jalgaon district,2196334,2407096455.998979
8309,maharashtra,2019,3,latur district,2196334,1822300594.3337283
8310,maharashtra,2019,3,thane district,2196334,16108408586.919155
8311,maharashtra,2019,3,bhandara district,2196334,595245230.2846107
8312,maharashtra,2019,3,nandurbar district,2196334,483568002.77195525
8313,maharashtra,2019,3,chandrapur district,2196334,988514700.4318708
8314,maharashtra,2019,3,kolhapur district,2196334,2378707449.775131
8315,maharashtra,2019,3,solapur district,2196334,4598818500.230581
8316,maharashtra,2019,3,mumbai district,2196334,19947302478.272934
8317,maharashtra,2019,3,sindhudurg district,2196334,286914091.67686176
8318,maharashtra,2019,3,dhule district,2196334,1121757551.4396381
8319,maharashtra,2019,3,wardha district,2196334,750934405.0869465
8320,maharashtra,2019,3,parbhani district,2196334,915373769.8147234
8321,maharashtra,2019,3,mumbai suburban district,2196334,15257508401.083763
8322,maharashtra,2019,3,hingoli district,2196334,468030814.6412908
8323,maharashtra,2019,3,ratnagiri district,2196334,511184959.7325049
8324,maharashtra,2019,3,nanded district,2196334,1849133738.7942169
8325,maharashtra,2019,3,osmanabad district,2196334,1287888230.2909613
8326,maharashtra,2019,3,nagpur district,2196334,7727440587.3605995
8327,maharashtra,2019,3,buldhana district,2196334,1646026619.5970416
8328,maharashtra,2019,3,nashik district,2196334,8460253081.126099
8329,maharashtra,2019,3,akola district,2196334,804373588.7548958
8330,maharashtra,2019,3,yavatmal district,2196334,910273809.8689439
8331,maharashtra,2019,3,aurangabad district,2196334,6977918217.050415
8332,maharashtra,2019,3,amravati district,2196334,2115345246.2347875
8333,maharashtra,2019,3,washim district,2196334,468356873.8423509
8334,maharashtra,2019,3,sangli district,2196334,1679396554.4795327
8335,maharashtra,2019,3,gadchiroli district,2196334,454327510.01170886
8336,maharashtra,2019,3,raigad district,2196334,4158566617.3787413
8337,maharashtra,2019,3,palghar district,2196334,3821592289.5796437
8338,maharashtra,2019,3,jalna district,2196334,1308056579.4848018
8339,maharashtra,2019,3,gondia district,2196334,622169383.2018278
8340,maharashtra,2019,3,ahmednagar district,2196334,4766032718.090915
8341,maharashtra,2019,3,pune district,2196334,78128868958.397
8342,maharashtra,2019,3,beed district,2196334,1592813356.4192545
8343,maharashtra,2019,3,satara district,2196334,2197006792.497435
8344,maharashtra,2019,4,jalgaon district,2196334,3522575733.969164
8345,maharashtra,2019,4,latur district,2196334,2684939406.6432924
8346,maharashtra,2019,4,thane district,2196334,20280076921.035427
8347,maharashtra,2019,4,bhandara district,2196334,805259870.3223202
8348,maharashtra,2019,4,nandurbar district,2196334,683745126.3967273
8349,maharashtra,2019,4,chandrapur district,2196334,1375587784.4403105
8350,maharashtra,2019,4,kolhapur district,2196334,3475989478.1149535
8351,maharashtra,2019,4,solapur district,2196334,6462184396.413737
8352,maharashtra,2019,4,mumbai district,2196334,29174555412.502365
8353,maharashtra,2019,4,sindhudurg district,2196334,370375053.0404189
8354,maharashtra,2019,4,dhule district,2196334,1668923516.7419007
8355,maharashtra,2019,4,wardha district,2196334,983370585.2997658
8356,maharashtra,2019,4,parbhani district,2196334,1325863293.0764506
8357,maharashtra,2019,4,mumbai suburban district,2196334,20156220719.157547
8358,maharashtra,2019,4,hingoli district,2196334,652664241.1906353
8359,maharashtra,2019,4,ratnagiri district,2196334,659536071.5299144
8360,maharashtra,2019,4,nanded district,2196334,2661286483.782838
8361,maharashtra,2019,4,osmanabad district,2196334,1878342242.4175327
8362,maharashtra,2019,4,nagpur district,2196334,10735621488.951063
8363,maharashtra,2019,4,buldhana district,2196334,2461875481.2815948
8364,maharashtra,2019,4,nashik district,2196334,12613474576.88743
8365,maharashtra,2019,4,akola district,2196334,1176167689.9178164
8366,maharashtra,2019,4,yavatmal district,2196334,1288427242.8575473
8367,maharashtra,2019,4,aurangabad district,2196334,10014948231.036003
8368,maharashtra,2019,4,amravati district,2196334,3104891522.492619
8369,maharashtra,2019,4,washim district,2196334,824112268.4689127
8370,maharashtra,2019,4,sangli district,2196334,2481750506.8464704
8371,maharashtra,2019,4,gadchiroli district,2196334,594431236.2992276
8372,maharashtra,2019,4,raigad district,2196334,5355626917.650449
8373,maharashtra,2019,4,palghar district,2196334,4907450613.265228
8374,maharashtra,2019,4,jalna district,2196334,1920892462.687704
8375,maharashtra,2019,4,gondia district,2196334,826397018.9859416
8376,maharashtra,2019,4,ahmednagar district,2196334,7088367322.63547
8377,maharashtra,2019,4,pune district,2196334,103270644868.1607
8378,maharashtra,2019,4,beed district,2196334,2276197458.918973
8379,maharashtra,2019,4,satara district,2196334,3231655556.129589
8380,maharashtra,2020,1,jalgaon district,2196334,4531030323.571831
8381,maharashtra,2020,1,latur district,2196334,3427202030.1985974
8382,maharashtra,2020,1,thane district,2196334,22551048276.307404
8383,maharashtra,2020,1,bhandara district,2196334,1008982164.7536879
8384,maharashtra,2020,1,nandurbar district,2196334,911013926.0063801
8385,maharashtra,2020,1,chandrapur district,2196334,1689623389.5389361
8386,maharashtra,2020,1,kolhapur district,2196334,4306037466.56257
8387,maharashtra,2020,1,solapur district,2196334,8556069047.344244
8388,maharashtra,2020,1,mumbai district,2196334,8325816941.590815
8389,maharashtra,2020,1,sindhudurg district,2196334,452020116.20096815
8390,maharashtra,2020,1,dhule district,2196334,2087577880.1260333
8391,maharashtra,2020,1,wardha district,2196334,1183933213.2697446
8392,maharashtra,2020,1,parbhani district,2196334,1692841975.4158022
8393,maharashtra,2020,1,mumbai suburban district,2196334,40462122569.6479
8394,maharashtra,2020,1,hingoli district,2196334,822174351.2362058
8395,maharashtra,2020,1,ratnagiri district,2196334,815643605.7506857
8396,maharashtra,2020,1,nanded district,2196334,3378753900.7060986
8397,maharashtra,2020,1,osmanabad district,2196334,2444615225.090246
8398,maharashtra,2020,1,nagpur district,2196334,15125508374.006687
8399,maharashtra,2020,1,buldhana district,2196334,3173978679.5048704
8400,maharashtra,2020,1,nashik district,2196334,15505749977.367249
8401,maharashtra,2020,1,akola district,2196334,1401166452.6958332
8402,maharashtra,2020,1,yavatmal district,2196334,1665121778.7888567
8403,maharashtra,2020,1,aurangabad district,2196334,11942430956.817465
8404,maharashtra,2020,1,amravati district,2196334,3698477117.9680448
8405,maharashtra,2020,1,washim district,2196334,4501861141.423245
8406,maharashtra,2020,1,sangli district,2196334,3269991688.1702304
8407,maharashtra,2020,1,gadchiroli district,2196334,675029110.1633042
8408,maharashtra,2020,1,raigad district,2196334,6091061427.355885
8409,maharashtra,2020,1,palghar district,2196334,5554757052.338003
8410,maharashtra,2020,1,jalna district,2196334,2488830260.000312
8411,maharashtra,2020,1,gondia district,2196334,1016032314.1831489
8412,maharashtra,2020,1,ahmednagar district,2196334,9057699649.519627
8413,maharashtra,2020,1,pune district,2196334,119146177775.3236
8414,maharashtra,2020,1,beed district,2196334,2914670396.431482
8415,maharashtra,2020,1,satara district,2196334,4120146162.712983
8416,maharashtra,2020,2,jalgaon district,2196334,6134997055.559946
8417,maharashtra,2020,2,latur district,2196334,4472025609.504336
8418,maharashtra,2020,2,thane district,2196334,18163626280.67061
8419,maharashtra,2020,2,bhandara district,2196334,1370441356.1968591
8420,maharashtra,2020,2,nandurbar district,2196334,1344237632.9119701
8421,maharashtra,2020,2,chandrapur district,2196334,2085827481.1941326
8422,maharashtra,2020,2,kolhapur district,2196334,4716100903.754046
8423,maharashtra,2020,2,solapur district,2196334,11057370637.178139
8424,maharashtra,2020,2,mumbai district,2196334,4795823345.489866
8425,maharashtra,2020,2,sindhudurg district,2196334,550426816.3519356
8426,maharashtra,2020,2,dhule district,2196334,2865405294.685203
8427,maharashtra,2020,2,wardha district,2196334,1416490440.0702643
8428,maharashtra,2020,2,parbhani district,2196334,2399924431.431336
8429,maharashtra,2020,2,mumbai suburban district,2196334,26603760478.450813
8430,maharashtra,2020,2,hingoli district,2196334,1223636878.0366883
8431,maharashtra,2020,2,ratnagiri district,2196334,1029151098.1060637
8432,maharashtra,2020,2,nanded district,2196334,4677507608.453169
8433,maharashtra,2020,2,osmanabad district,2196334,3600377012.9277935
8434,maharashtra,2020,2,nagpur district,2196334,13518590358.37893
8435,maharashtra,2020,2,buldhana district,2196334,4723655180.111789
8436,maharashtra,2020,2,nashik district,2196334,17207891612.65169
8437,maharashtra,2020,2,akola district,2196334,1812714456.7764344
8438,maharashtra,2020,2,yavatmal district,2196334,2245522554.4020457
8439,maharashtra,2020,2,aurangabad district,2196334,11549930061.996231
8440,maharashtra,2020,2,amravati district,2196334,4203630855.781695
8441,maharashtra,2020,2,washim district,2196334,6099370009.250559
8442,maharashtra,2020,2,sangli district,2196334,4046325761.648611
8443,maharashtra,2020,2,gadchiroli district,2196334,908122753.1200151
8444,maharashtra,2020,2,raigad district,2196334,5669347658.182283
8445,maharashtra,2020,2,palghar district,2196334,5239353069.683626
8446,maharashtra,2020,2,jalna district,2196334,3307905950.218322
8447,maharashtra,2020,2,gondia district,2196334,1384067598.312616
8448,maharashtra,2020,2,ahmednagar district,2196334,11240715303.18826
8449,maharashtra,2020,2,pune district,2196334,94890914730.75931
8450,maharashtra,2020,2,beed district,2196334,4724429309.854979
8451,maharashtra,2020,2,satara district,2196334,5079899574.13271
8452,maharashtra,2020,3,jalgaon district,2196334,8431535730.8163595
8453,maharashtra,2020,3,latur district,2196334,5748283428.37841
8454,maharashtra,2020,3,thane district,2196334,26708998225.097702
8455,maharashtra,2020,3,bhandara district,2196334,1852362108.5443692
8456,maharashtra,2020,3,nandurbar district,2196334,1720959142.794833
8457,maharashtra,2020,3,chandrapur district,2196334,2886484302.6107407
8458,maharashtra,2020,3,kolhapur district,2196334,6608568950.738272
8459,maharashtra,2020,3,solapur district,2196334,16121372736.652994
8460,maharashtra,2020,3,mumbai district,2196334,6984270360.019845
8461,maharashtra,2020,3,sindhudurg district,2196334,720890129.6463914
8462,maharashtra,2020,3,dhule district,2196334,4076865156.390772
8463,maharashtra,2020,3,wardha district,2196334,1930521487.6155033
8464,maharashtra,2020,3,parbhani district,2196334,3647572014.927022
8465,maharashtra,2020,3,mumbai suburban district,2196334,38421032377.84478
8466,maharashtra,2020,3,hingoli district,2196334,1713781075.7712855
8467,maharashtra,2020,3,ratnagiri district,2196334,1333106781.0358593
8468,maharashtra,2020,3,nanded district,2196334,6348462429.110924
8469,maharashtra,2020,3,osmanabad district,2196334,4682189937.23473
8470,maharashtra,2020,3,nagpur district,2196334,18854510864.94963
8471,maharashtra,2020,3,buldhana district,2196334,6020031152.408256
8472,maharashtra,2020,3,nashik district,2196334,26675908700.898186
8473,maharashtra,2020,3,akola district,2196334,2574200192.6792965
8474,maharashtra,2020,3,yavatmal district,2196334,3032251175.851321
8475,maharashtra,2020,3,aurangabad district,2196334,19033463159.354687
8476,maharashtra,2020,3,amravati district,2196334,6075582865.198356
8477,maharashtra,2020,3,washim district,2196334,4973062170.693851
8478,maharashtra,2020,3,sangli district,2196334,5477370561.1483555
8479,maharashtra,2020,3,gadchiroli district,2196334,1203705611.4544067
8480,maharashtra,2020,3,raigad district,2196334,8380993717.388744
8481,maharashtra,2020,3,palghar district,2196334,7298216466.360155
8482,maharashtra,2020,3,jalna district,2196334,4610124935.89871
8483,maharashtra,2020,3,gondia district,2196334,1784236182.421629
8484,maharashtra,2020,3,ahmednagar district,2196334,16593214276.595514
8485,maharashtra,2020,3,pune district,2196334,154366363808.0403
8486,maharashtra,2020,3,beed district,2196334,6611620805.641609
8487,maharashtra,2020,3,satara district,2196334,6804965990.2244625
8488,maharashtra,2020,4,jalgaon district,2196334,12494067001.692066
8489,maharashtra,2020,4,latur district,2196334,9526451376.752083
8490,maharashtra,2020,4,thane district,2196334,43911916102.087776
8491,maharashtra,2020,4,bhandara district,2196334,2686273675.0661483
8492,maharashtra,2020,4,nandurbar district,2196334,2517220918.8553166
8493,maharashtra,2020,4,chandrapur district,2196334,4626249365.961412
8494,maharashtra,2020,4,kolhapur district,2196334,10786069175.176712
8495,maharashtra,2020,4,solapur district,2196334,24047679847.907963
8496,maharashtra,2020,4,mumbai district,2196334,13445000527.76939
8497,maharashtra,2020,4,sindhudurg district,2196334,1074666905.9848752
8498,maharashtra,2020,4,dhule district,2196334,6104788321.365406
8499,maharashtra,2020,4,wardha district,2196334,2809665509.7208304
8500,maharashtra,2020,4,parbhani district,2196334,5384672051.2516165
8501,maharashtra,2020,4,mumbai suburban district,2196334,52567087497.07483
8502,maharashtra,2020,4,hingoli district,2196334,2457013063.704149
8503,maharashtra,2020,4,ratnagiri district,2196334,1918661281.470666
8504,maharashtra,2020,4,nanded district,2196334,10129280636.851904
8505,maharashtra,2020,4,osmanabad district,2196334,7067137735.692784
8506,maharashtra,2020,4,nagpur district,2196334,27734234062.40806
8507,maharashtra,2020,4,buldhana district,2196334,8694631794.55773
8508,maharashtra,2020,4,nashik district,2196334,38876096829.7729
8509,maharashtra,2020,4,akola district,2196334,3994626251.8553295
8510,maharashtra,2020,4,yavatmal district,2196334,4650557075.489644
8511,maharashtra,2020,4,aurangabad district,2196334,27681773653.44072
8512,maharashtra,2020,4,amravati district,2196334,9549659612.368576
8513,maharashtra,2020,4,washim district,2196334,13400145744.069927
8514,maharashtra,2020,4,sangli district,2196334,8677291713.203817
8515,maharashtra,2020,4,gadchiroli district,2196334,1842068911.886773
8516,maharashtra,2020,4,raigad district,2196334,13939207766.945723
8517,maharashtra,2020,4,palghar district,2196334,11789420098.043339
8518,maharashtra,2020,4,jalna district,2196334,6701628487.028286
8519,maharashtra,2020,4,gondia district,2196334,2564702116.1102557
8520,maharashtra,2020,4,ahmednagar district,2196334,25560818870.6825
8521,maharashtra,2020,4,pune district,2196334,182511549425.14316
8522,maharashtra,2020,4,beed district,2196334,9549129679.112585
8523,maharashtra,2020,4,satara district,2196334,10884087745.800198
8524,maharashtra,2021,1,jalgaon district,2196334,13436630175.753107
8525,maharashtra,2021,1,latur district,2196334,10272773258.588238
8526,maharashtra,2021,1,thane district,2196334,48840960311.87904
8527,maharashtra,2021,1,bhandara district,2196334,2913849252.9130535
8528,maharashtra,2021,1,nandurbar district,2196334,2901763348.7850657
8529,maharashtra,2021,1,chandrapur district,2196334,5069729588.572804
8530,maharashtra,2021,1,kolhapur district,2196334,11901398334.29837
8531,maharashtra,2021,1,solapur district,2196334,26445846333.97523
8532,maharashtra,2021,1,mumbai district,2196334,15047988751.590004
8533,maharashtra,2021,1,sindhudurg district,2196334,1257865634.0263405
8534,maharashtra,2021,1,dhule district,2196334,6669525561.754
8535,maharashtra,2021,1,wardha district,2196334,3127038656.9324656
8536,maharashtra,2021,1,parbhani district,2196334,6070517241.173687
8537,maharashtra,2021,1,mumbai suburban district,2196334,75911506798.24136
8538,maharashtra,2021,1,hingoli district,2196334,2500851214.1490774
8539,maharashtra,2021,1,ratnagiri district,2196334,2129551543.4130135
8540,maharashtra,2021,1,nanded district,2196334,10853543031.67955
8541,maharashtra,2021,1,osmanabad district,2196334,7459855804.480752
8542,maharashtra,2021,1,nagpur district,2196334,31261594334.217766
8543,maharashtra,2021,1,buldhana district,2196334,9192518486.187069
8544,maharashtra,2021,1,nashik district,2196334,41832846588.20086
8545,maharashtra,2021,1,akola district,2196334,4313676653.103065
8546,maharashtra,2021,1,yavatmal district,2196334,5192118900.718618
8547,maharashtra,2021,1,aurangabad district,2196334,29945191784.134216
8548,maharashtra,2021,1,amravati district,2196334,9628361958.166653
8549,maharashtra,2021,1,washim district,2196334,32164445523.209106
8550,maharashtra,2021,1,sangli district,2196334,9850670767.038408
8551,maharashtra,2021,1,gadchiroli district,2196334,2010484968.1852307
8552,maharashtra,2021,1,raigad district,2196334,15596964081.61911
8553,maharashtra,2021,1,palghar district,2196334,12738143184.389732
8554,maharashtra,2021,1,jalna district,2196334,7135028200.598163
8555,maharashtra,2021,1,gondia district,2196334,2892659242.6240034
8556,maharashtra,2021,1,ahmednagar district,2196334,27709537707.314117
8557,maharashtra,2021,1,pune district,2196334,253623629237.65793
8558,maharashtra,2021,1,beed district,2196334,10322699960.987194
8559,maharashtra,2021,1,satara district,2196334,11665585732.692352
8560,maharashtra,2021,2,jalgaon district,2196334,17827507489.14714
8561,maharashtra,2021,2,latur district,2196334,12775603482.762703
8562,maharashtra,2021,2,thane district,2196334,51834001818.133484
8563,maharashtra,2021,2,bhandara district,2196334,3497598608.1527295
8564,maharashtra,2021,2,nandurbar district,2196334,3685674679.0347614
8565,maharashtra,2021,2,chandrapur district,2196334,6284653560.530261
8566,maharashtra,2021,2,kolhapur district,2196334,13193153731.663414
8567,maharashtra,2021,2,solapur district,2196334,33876247851.21455
8568,maharashtra,2021,2,mumbai district,2196334,13269905417.180565
8569,maharashtra,2021,2,sindhudurg district,2196334,1343035806.176563
8570,maharashtra,2021,2,dhule district,2196334,8554199986.261333
8571,maharashtra,2021,2,wardha district,2196334,3699297144.8283005
8572,maharashtra,2021,2,parbhani district,2196334,8209849173.250013
8573,maharashtra,2021,2,mumbai suburban district,2196334,79709409341.93018
8574,maharashtra,2021,2,hingoli district,2196334,3436318356.586167
8575,maharashtra,2021,2,ratnagiri district,2196334,2433599392.9835916
8576,maharashtra,2021,2,nanded district,2196334,14281557245.034132
8577,maharashtra,2021,2,osmanabad district,2196334,9350468423.935925
8578,maharashtra,2021,2,nagpur district,2196334,36690120293.721405
8579,maharashtra,2021,2,buldhana district,2196334,12195032520.59851
8580,maharashtra,2021,2,nashik district,2196334,47825836433.598206
8581,maharashtra,2021,2,akola district,2196334,5603968802.647449
8582,maharashtra,2021,2,yavatmal district,2196334,6810703585.523739
8583,maharashtra,2021,2,aurangabad district,2196334,36191383377.4905
8584,maharashtra,2021,2,amravati district,2196334,11779345148.384516
8585,maharashtra,2021,2,washim district,2196334,55251595071.35002
8586,maharashtra,2021,2,sangli district,2196334,11675925279.769922
8587,maharashtra,2021,2,gadchiroli district,2196334,2440258252.3546357
8588,maharashtra,2021,2,raigad district,2196334,16915509520.363083
8589,maharashtra,2021,2,palghar district,2196334,12997801116.852173
8590,maharashtra,2021,2,jalna district,2196334,9302678916.188164
8591,maharashtra,2021,2,gondia district,2196334,3601577353.6618857
8592,maharashtra,2021,2,ahmednagar district,2196334,32660327252.892723
8593,maharashtra,2021,2,pune district,2196334,298657497266.993
8594,maharashtra,2021,2,beed district,2196334,13880929754.80759
8595,maharashtra,2021,2,satara district,2196334,13372484167.690807
8596,maharashtra,2021,3,jalgaon district,2196334,20222318554.82865
8597,maharashtra,2021,3,latur district,2196334,15056539122.121685
8598,maharashtra,2021,3,thane district,2196334,66370065441.36949
8599,maharashtra,2021,3,bhandara district,2196334,4177653275.8378654
8600,maharashtra,2021,3,nandurbar district,2196334,4289557263.3032947
8601,maharashtra,2021,3,chandrapur district,2196334,7710188968.380587
8602,maharashtra,2021,3,kolhapur district,2196334,17285308890.913483
8603,maharashtra,2021,3,solapur district,2196334,41800216299.60483
8604,maharashtra,2021,3,mumbai district,2196334,20168312966.816475
8605,maharashtra,2021,3,sindhudurg district,2196334,1629829529.5913053
8606,maharashtra,2021,3,dhule district,2196334,10014453951.958511
8607,maharashtra,2021,3,wardha district,2196334,4424402893.294242
8608,maharashtra,2021,3,parbhani district,2196334,10674377409.491228
8609,maharashtra,2021,3,mumbai suburban district,2196334,100494598469.06511
8610,maharashtra,2021,3,hingoli district,2196334,3965562680.570984
8611,maharashtra,2021,3,ratnagiri district,2196334,2812554265.7598977
8612,maharashtra,2021,3,nanded district,2196334,16631083455.668392
8613,maharashtra,2021,3,osmanabad district,2196334,10879099861.925121
8614,maharashtra,2021,3,nagpur district,2196334,44274024437.65408
8615,maharashtra,2021,3,buldhana district,2196334,13612640871.006664
8616,maharashtra,2021,3,nashik district,2196334,60198709473.80904
8617,maharashtra,2021,3,akola district,2196334,6724928544.7167
8618,maharashtra,2021,3,yavatmal district,2196334,8082506308.227329
8619,maharashtra,2021,3,aurangabad district,2196334,45343695947.53139
8620,maharashtra,2021,3,amravati district,2196334,13891877202.076294
8621,maharashtra,2021,3,washim district,2196334,89156949627.79578
8622,maharashtra,2021,3,sangli district,2196334,14641584802.926895
8623,maharashtra,2021,3,gadchiroli district,2196334,2975813665.779912
8624,maharashtra,2021,3,raigad district,2196334,21716387176.677456
8625,maharashtra,2021,3,palghar district,2196334,17245742713.72838
8626,maharashtra,2021,3,jalna district,2196334,10808380341.003181
8627,maharashtra,2021,3,gondia district,2196334,4202183466.3787003
8628,maharashtra,2021,3,ahmednagar district,2196334,41445914645.10296
8629,maharashtra,2021,3,pune district,2196334,372243656247.4718
8630,maharashtra,2021,3,beed district,2196334,16758879510.504045
8631,maharashtra,2021,3,satara district,2196334,17327306884.54817
8632,maharashtra,2021,4,jalgaon district,2196334,26909954530.424908
8633,maharashtra,2021,4,latur district,2196334,20736966202.77146
8634,maharashtra,2021,4,thane district,2196334,82756618879.3905
8635,maharashtra,2021,4,bhandara district,2196334,5371508386.170332
8636,maharashtra,2021,4,nandurbar district,2196334,5793563146.987923
8637,maharashtra,2021,4,chandrapur district,2196334,10412294822.20895
8638,maharashtra,2021,4,kolhapur district,2196334,23311142306.113045
8639,maharashtra,2021,4,solapur district,2196334,53557566277.62863
8640,maharashtra,2021,4,mumbai district,2196334,27535270022.96809
8641,maharashtra,2021,4,sindhudurg district,2196334,2234445565.547666
8642,maharashtra,2021,4,dhule district,2196334,13203246956.782043
8643,maharashtra,2021,4,wardha district,2196334,5948081630.188509
8644,maharashtra,2021,4,parbhani district,2196334,13987558040.08242
8645,maharashtra,2021,4,mumbai suburban district,2196334,134616103622.6073
8646,maharashtra,2021,4,hingoli district,2196334,5448438919.118406
8647,maharashtra,2021,4,ratnagiri district,2196334,3804549056.2868958
8648,maharashtra,2021,4,nanded district,2196334,23236313336.13468
8649,maharashtra,2021,4,osmanabad district,2196334,14851847464.126001
8650,maharashtra,2021,4,nagpur district,2196334,55504861303.1382
8651,maharashtra,2021,4,buldhana district,2196334,18366614804.863438
8652,maharashtra,2021,4,nashik district,2196334,77325087055.88705
8653,maharashtra,2021,4,akola district,2196334,9105402246.049797
8654,maharashtra,2021,4,yavatmal district,2196334,11009717772.045103
8655,maharashtra,2021,4,aurangabad district,2196334,58225600205.240555
8656,maharashtra,2021,4,amravati district,2196334,18826698543.57356
8657,maharashtra,2021,4,washim district,2196334,108918964843.63312
8658,maharashtra,2021,4,sangli district,2196334,19350815032.954494
8659,maharashtra,2021,4,gadchiroli district,2196334,3876064979.5170345
8660,maharashtra,2021,4,raigad district,2196334,27241010089.09033
8661,maharashtra,2021,4,palghar district,2196334,21820045142.227596
8662,maharashtra,2021,4,jalna district,2196334,14344117826.989296
8663,maharashtra,2021,4,gondia district,2196334,5371056519.087561
8664,maharashtra,2021,4,ahmednagar district,2196334,53652623922.42543
8665,maharashtra,2021,4,pune district,2196334,454584743765.0556
8666,maharashtra,2021,4,beed district,2196334,21562077522.84112
8667,maharashtra,2021,4,satara district,2196334,22557502388.35908
8668,maharashtra,2022,1,jalgaon district,2196334,30555178757.005997
8669,maharashtra,2022,1,latur district,2196334,23856260979.2032
8670,maharashtra,2022,1,thane district,2196334,91604299445.99771
8671,maharashtra,2022,1,bhandara district,2196334,6404864501.433441
8672,maharashtra,2022,1,nandurbar district,2196334,7060445513.077811
8673,maharashtra,2022,1,chandrapur district,2196334,12334491815.90076
8674,maharashtra,2022,1,kolhapur district,2196334,26386491968.922462
8675,maharashtra,2022,1,solapur district,2196334,62436627060.52482
8676,maharashtra,2022,1,mumbai district,2196334,30021552307.219616
8677,maharashtra,2022,1,sindhudurg district,2196334,2551979373.6666465
8678,maharashtra,2022,1,dhule district,2196334,14920655481.690989
8679,maharashtra,2022,1,wardha district,2196334,6817775708.436135
8680,maharashtra,2022,1,parbhani district,2196334,15871955896.827192
8681,maharashtra,2022,1,mumbai suburban district,2196334,148080835860.6061
8682,maharashtra,2022,1,hingoli district,2196334,6309169659.7158165
8683,maharashtra,2022,1,ratnagiri district,2196334,4494723116.141416
8684,maharashtra,2022,1,nanded district,2196334,26944854915.835846
8685,maharashtra,2022,1,osmanabad district,2196334,17024101045.584564
8686,maharashtra,2022,1,nagpur district,2196334,63065806665.247505
8687,maharashtra,2022,1,buldhana district,2196334,20901275712.18042
8688,maharashtra,2022,1,nashik district,2196334,89903593917.99501
8689,maharashtra,2022,1,akola district,2196334,10723857464.538498
8690,maharashtra,2022,1,yavatmal district,2196334,12885201280.952847
8691,maharashtra,2022,1,aurangabad district,2196334,66140008400.38048
8692,maharashtra,2022,1,amravati district,2196334,21513429781.136066
8693,maharashtra,2022,1,washim district,2196334,136398563399.82826
8694,maharashtra,2022,1,sangli district,2196334,22867674942.154476
8695,maharashtra,2022,1,gadchiroli district,2196334,4667653819.06547
8696,maharashtra,2022,1,raigad district,2196334,30642123149.62334
8697,maharashtra,2022,1,palghar district,2196334,24541321852.48381
8698,maharashtra,2022,1,jalna district,2196334,16932733608.18157
8699,maharashtra,2022,1,gondia district,2196334,6533829706.610294
