,Year,Quarter,StateName,RegisteredUsers,AppOpens
683,2022,3,west bengal,24372048,256445748
684,2022,4,andaman & nicobar islands,88442,4354093
685,2022,4,andhra pradesh,27778016,1673374802
686,2022,4,arunachal pradesh,390307,21775038
687,2022,4,assam,5247776,248781157
688,2022,4,bihar,21738117,834827202
689,2022,4,chandigarh,627563,15308862
690,2022,4,chhattisgarh,6846822,354976814
691,2022,4,dadra & nagar haveli & daman & diu,500125,24066770
692,2022,4,delhi,15764149,401864749
693,2022,4,goa,855202,43005212
694,2022,4,gujarat,22412353,790984595
695,2022,4,haryana,14994944,556898878
696,2022,4,himachal pradesh,2483076,72355717
697,2022,4,jammu & kashmir,1793434,60205865
698,2022,4,jharkhand,8217638,396098729
699,2022,4,karnataka,36081698,3011645011
700,2022,4,kerala,10382102,346981849
701,2022,4,ladakh,106337,3832339
702,2022,4,lakshadweep,6961,72377
703,2022,4,madhya pradesh,22913924,1388282818
704,2022,4,maharashtra,55954028,2982202696
705,2022,4,manipur,477292,12462732
706,2022,4,meghalaya,295322,10105924
707,2022,4,mizoram,132870,3144551
708,2022,4,nagaland,321205,11171582
709,2022,4,odisha,14127239,726099254
710,2022,4,puducherry,520649,24144184
711,2022,4,punjab,8462753,199899443
712,2022,4,rajasthan,27255927,1537424924
713,2022,4,sikkim,241968,8948864
714,2022,4,tamil nadu,25136112,1229187623
715,2022,4,telangana,25656381,1731228513
716,2022,4,tripura,678741,16107610
717,2022,4,uttar pradesh,45648650,1682003791
718,2022,4,uttarakhand,4272049,160685547
719,2022,4,west bengal,25536381,678066327
720,2023,1,andaman & nicobar islands,92484,11012664
721,2023,1,andhra pradesh,29065863,1442038420
722,2023,1,arunachal pradesh,408273,88997458
723,2023,1,assam,5499650,590176321
724,2023,1,bihar,22796011,455886560
725,2023,1,chandigarh,654522,2001065
726,2023,1,chhattisgarh,7159660,678798431
727,2023,1,dadra & nagar haveli & daman & diu,524617,4471284
728,2023,1,delhi,16480011,51049789
729,2023,1,goa,892185,22829931
730,2023,1,gujarat,23436230,918468944
731,2023,1,haryana,15688161,264946266
732,2023,1,himachal pradesh,2594668,111702044
733,2023,1,jammu & kashmir,1873039,134828711
734,2023,1,jharkhand,8609107,585808867
735,2023,1,karnataka,37681426,2498025288
736,2023,1,kerala,10822723,116395880
737,2023,1,ladakh,110991,14522495
738,2023,1,lakshadweep,7267,43821
739,2023,1,madhya pradesh,24002818,2588256407
740,2023,1,maharashtra,58470784,3144152925
741,2023,1,manipur,498337,29419074
742,2023,1,meghalaya,308324,44686919
743,2023,1,mizoram,138751,24403694
744,2023,1,nagaland,335936,35227154
745,2023,1,odisha,14787083,929487633
746,2023,1,puducherry,543819,3498429
747,2023,1,punjab,8837408,177418342
748,2023,1,rajasthan,28523031,3711332541
749,2023,1,sikkim,252440,18927227
750,2023,1,tamil nadu,26270663,989061650
751,2023,1,telangana,26804259,1305656447
752,2023,1,tripura,710884,29736641
753,2023,1,uttar pradesh,47806049,1401343916
754,2023,1,uttarakhand,4464369,181738693
755,2023,1,west bengal,26732895,321102681
756,2023,2,andaman & nicobar islands,96329,14738676
757,2023,2,andhra pradesh,30240061,1427952434
758,2023,2,arunachal pradesh,426410,106089520
759,2023,2,assam,5749682,657069673
760,2023,2,bihar,23781971,556071386
761,2023,2,chandigarh,678662,1978988
762,2023,2,chhattisgarh,7469508,749111705
763,2023,2,dadra & nagar haveli & daman & diu,546364,4086025
764,2023,2,delhi,17103089,51415039
765,2023,2,goa,926020,20219644
766,2023,2,gujarat,24396768,1057626015
767,2023,2,haryana,16314236,298037706
768,2023,2,himachal pradesh,2706470,136774775
769,2023,2,jammu & kashmir,1953132,209249141
770,2023,2,jharkhand,8980709,657119942
771,2023,2,karnataka,39122314,2521576765
772,2023,2,kerala,11237341,121310794
773,2023,2,ladakh,115736,26285520
774,2023,2,lakshadweep,7585,90501
775,2023,2,madhya pradesh,25042930,2945628722
776,2023,2,maharashtra,60766850,3363859330
777,2023,2,manipur,519799,14076037
778,2023,2,meghalaya,322382,47337234
779,2023,2,mizoram,145061,21868647
780,2023,2,nagaland,351024,33612080
781,2023,2,odisha,15420061,918449931
782,2023,2,puducherry,564431,3817041
783,2023,2,punjab,9197055,218492661
784,2023,2,rajasthan,29745609,4033000288
785,2023,2,sikkim,262728,28470875
786,2023,2,tamil nadu,27317599,991611987
787,2023,2,telangana,27814633,1339967792
788,2023,2,tripura,743024,30819207
789,2023,2,uttar pradesh,49829833,1731600947
790,2023,2,uttarakhand,4645322,240804293
791,2023,2,west bengal,27827662,350862668
