,Year,Quarter,Name,User_count,Amount
644,2022,2,goa,14216054,22873037759
645,2022,2,arunachal pradesh,3556925,9131665374
646,2022,2,delhi,410634184,629855650458
647,2022,2,uttarakhand,58166878,88313371025
648,2022,3,puducherry,7042727,10854317711
649,2022,3,tamil nadu,393496175,631879220373
650,2022,3,uttar pradesh,703589072,1121370050898
651,2022,3,madhya pradesh,731259559,1032908494249
652,2022,3,andhra pradesh,642855035,1385077409712
653,2022,3,tripura,4256579,8648352804
654,2022,3,lakshadweep,15241,47580009
655,2022,3,manipur,6352742,15381430267
656,2022,3,maharashtra,1486389417,1947579187374
657,2022,3,dadra & nagar haveli & daman & diu,6465621,7520647359
658,2022,3,meghalaya,4359165,9603300797
659,2022,3,andaman & nicobar islands,1584379,3310631772
660,2022,3,haryana,269361810,428054494578
661,2022,3,rajasthan,767541360,1238489256318
662,2022,3,ladakh,1190858,3605199350
663,2022,3,punjab,84177897,149319443006
664,2022,3,assam,86113811,161489079054
665,2022,3,jharkhand,146815332,229412884063
666,2022,3,odisha,386687326,564545557340
667,2022,3,bihar,437367385,791446486557
668,2022,3,kerala,119362904,162260419315
669,2022,3,karnataka,1189761328,1665918232610
670,2022,3,chandigarh,13478173,20559757737
671,2022,3,telangana,1628165401,2706325865752
672,2022,3,himachal pradesh,25164868,37380782688
673,2022,3,west bengal,356792388,704749898612
674,2022,3,gujarat,303239732,497437502209
675,2022,3,sikkim,2396758,5162880543
676,2022,3,nagaland,1894113,5364400495
677,2022,3,mizoram,659038,1946265612
678,2022,3,chhattisgarh,158252587,220161558081
679,2022,3,jammu & kashmir,22534394,40963554502
680,2022,3,goa,13188687,19574265275
681,2022,3,arunachal pradesh,3939418,9025110785
682,2022,3,delhi,475592161,677612647116
683,2022,3,uttarakhand,63996519,92641259938
684,2022,4,puducherry,7556127,11142204877
685,2022,4,tamil nadu,436316636,675689667591
686,2022,4,uttar pradesh,836369071,1376378802069
687,2022,4,madhya pradesh,898828268,1302999857548
688,2022,4,andhra pradesh,690017077,1424725083041
689,2022,4,tripura,5198190,10452971818
690,2022,4,lakshadweep,17147,54813873
691,2022,4,manipur,6428670,15625956698
692,2022,4,maharashtra,1688775272,2210470839617
693,2022,4,dadra & nagar haveli & daman & diu,7189585,8059640746
694,2022,4,meghalaya,3932448,8996541156
695,2022,4,andaman & nicobar islands,1987535,3984674404
696,2022,4,haryana,296648365,490490659880
697,2022,4,rajasthan,865574848,1456956699398
698,2022,4,ladakh,1083372,2894477572
699,2022,4,punjab,91835180,168107427177
700,2022,4,assam,103981267,192653519187
701,2022,4,jharkhand,175300092,277971737448
702,2022,4,odisha,445714743,652217064523
703,2022,4,bihar,517084649,936012149674
704,2022,4,kerala,132960468,173559808599
705,2022,4,karnataka,1378910371,1904516622907
706,2022,4,chandigarh,17904840,27879754566
707,2022,4,telangana,1819506832,2978252562916
708,2022,4,himachal pradesh,28555136,41779343232
709,2022,4,west bengal,405847597,787775633607
710,2022,4,gujarat,341156018,567918305336
711,2022,4,sikkim,3058339,6458385389
712,2022,4,nagaland,2476205,6969966384
713,2022,4,mizoram,693774,2037911085
714,2022,4,chhattisgarh,177960446,252519180810
715,2022,4,jammu & kashmir,27316158,44315295915
716,2022,4,goa,17192674,24924986371
717,2022,4,arunachal pradesh,4632709,9684909697
718,2022,4,delhi,515203457,744915016018
719,2022,4,uttarakhand,77983880,115496046831
720,2023,1,puducherry,10144295,14222388506
721,2023,1,tamil nadu,461212387,715583673518
722,2023,1,uttar pradesh,1002557722,1636936265372
723,2023,1,madhya pradesh,734566970,1062026599901
724,2023,1,andhra pradesh,1145532464,2249051316530
725,2023,1,tripura,7118687,13288282891
726,2023,1,lakshadweep,29520,85321961
727,2023,1,manipur,3258383,8585564092
728,2023,1,maharashtra,1848268499,2362285906059
729,2023,1,dadra & nagar haveli & daman & diu,11803985,12614091200
730,2023,1,meghalaya,4164705,10084840615
731,2023,1,andaman & nicobar islands,2276392,4461528587
732,2023,1,haryana,381318464,591150623736
733,2023,1,rajasthan,921096686,1554913375850
734,2023,1,ladakh,1567246,3849021298
735,2023,1,punjab,96910821,175508676860
736,2023,1,assam,113760638,212354167087
737,2023,1,jharkhand,240458103,367371336021
738,2023,1,odisha,482896088,753968977663
739,2023,1,bihar,547831195,1039276959944
740,2023,1,kerala,147621565,193637089677
741,2023,1,karnataka,1844697189,2470227226317
742,2023,1,chandigarh,9815605,12824894394
743,2023,1,telangana,1440331458,2372581734284
744,2023,1,himachal pradesh,27301726,37740947734
745,2023,1,west bengal,459278344,896883182555
746,2023,1,gujarat,362511326,597826188806
747,2023,1,sikkim,3396128,6762568022
748,2023,1,nagaland,2685570,7814397854
749,2023,1,mizoram,1052595,2955622739
750,2023,1,chhattisgarh,214748957,301088936459
751,2023,1,jammu & kashmir,38927244,55921747581
752,2023,1,goa,24195070,35096965775
753,2023,1,arunachal pradesh,8042825,16394578454
754,2023,1,delhi,409753103,611403109580
755,2023,1,uttarakhand,79385675,107179907585
756,2023,2,puducherry,11130326,15386733257
757,2023,2,tamil nadu,498429638,776362551015
758,2023,2,uttar pradesh,1211410582,1836622076526
759,2023,2,madhya pradesh,848037060,1202440949508
760,2023,2,andhra pradesh,1305656964,2506039086916
761,2023,2,tripura,7929543,13919130082
762,2023,2,lakshadweep,34918,97987438
763,2023,2,manipur,1606271,4463876653
764,2023,2,maharashtra,2063717848,2606004606468
765,2023,2,dadra & nagar haveli & daman & diu,13357115,13750538188
766,2023,2,meghalaya,5077212,11084506486
767,2023,2,andaman & nicobar islands,2707775,4990344236
768,2023,2,haryana,457536190,661742128636
769,2023,2,rajasthan,1073459338,1698455586300
770,2023,2,ladakh,2943815,7191103886
771,2023,2,punjab,117290289,194181575454
772,2023,2,assam,138290953,235110788783
773,2023,2,jharkhand,289233893,422214727508
774,2023,2,odisha,544597829,799332054104
775,2023,2,bihar,683933094,1226046745390
776,2023,2,kerala,156170617,207796670985
777,2023,2,karnataka,2067867526,2777599098830
778,2023,2,chandigarh,11553687,14414408750
779,2023,2,telangana,1665430971,2698149935008
780,2023,2,himachal pradesh,35061595,46875063718
781,2023,2,west bengal,545317686,1009315106972
782,2023,2,gujarat,416922553,645407208525
783,2023,2,sikkim,4412967,8580350436
784,2023,2,nagaland,2922001,8021399310
785,2023,2,mizoram,1208930,3191806576
786,2023,2,chhattisgarh,249931636,333156846754
787,2023,2,jammu & kashmir,54588299,76530005380
788,2023,2,goa,26530590,38412206943
789,2023,2,arunachal pradesh,10360488,19805698664
790,2023,2,delhi,482138998,661728515657
791,2023,2,uttarakhand,102758214,134072872398
